OID_,FID_FMWT19672022Cat_PairwiseClip,Year,SampleDate,SurveyNumber,StationCode,index,StationLat,StationLong,StartLat,StartLong,EndLat,EndLong,SampleTimeStart,DepthBottom,WaterTemperature,BottomTemperature,ConductivityTop,ConductivityBottom,Turbidity,Secchi,MeterStart,MeterEnd,MeterDiff,Volume,TideCode,TowDirectionCode,WeatherCode,Microcystis,WaveCode,Aequorea_spp,American_Shad,Arrow_Goby,Bat_Ray,Bay_Goby,Bay_Pipefish,Big_Skate,Bigscale_Logperch,Black_Crappie,Black_Perch,Bluegill,Broadnose_Sevengill_Shark,Brown_Bullhead,Brown_Smoothhound,California_Grunion,California_Halibut,California_Tonguefish,Chameleon_Goby,Channel_Catfish,Cheekspot_Goby,Chinook_Salmon,Chrysaora_fuscensens,Comb_Jelly,Common_Carp,Crangon_Shrimp,Delta_Smelt,Diamond_Turbot,Dwarf_Perch,English_Sole,Flatfish,Goby__unid_,Golden_Shiner,Goldfish,Green_Sturgeon,Green_Sunfish,Grey_Smoothhound,Hitch,Jacksmelt,Jellyfish,Largemouth_Bass,Leopard_Shark,Lingcod,Lizardfish,Longfin_Smelt,Maeotias,Mississippi_Grass_Shrimp,Mississippi_Silverside,Moon_Jellies,Mud_shrimp,Night_Smelt,Northern_Anchovy,Pacific_Electric_Ray,Pacific_Halibut,Pacific_Herring,Pacific_Lamprey,Pacific_Pompano,Pacific_Sanddab,Pacific_Sardine,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Palaemon_spp_,Pile_Perch,Plainfin_Midshipman,Polyorchis,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Riffle_Sculpin,River_Lamprey,Rock_Sole,Rubberlip_Seaperch,Sacramento_Blackfish,Sacramento_Perch,Sacramento_Pikeminnow,Sacramento_Sucker,Sand_Sole,Scrippsia_pacifica,Shimofuri_Goby,Shiner_Perch,Shokihaze_Goby,Shrimp__unid_,Siberian_Prawn,Silver_Surfperch,Smelt_Family,Speckled_Sanddab,Spiny_Dogfish,Splittail,Spotfin_Surfperch,Spotted_Bass,Starry_Flounder,Steelhead,Striped_Bass_age_0,Striped_Bass_age_1,Striped_Bass_age_2,Striped_Bass_age_3_,Surf_Smelt,Threadfin_Shad,Threespine_Stickleback,Topsmelt,Tule_Perch,Unid,Wakasagi,Walleye_Surfperch,Warmouth,Western_Mosquitofish,White_Catfish,White_Crappie,White_Croaker,White_Sea_Bass,White_Seaperch,White_Sturgeon,Whitebait_Smelt,Wolf_Eel,Yellowfin_Goby,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
670,15638,2009,11/17/2009 0:00:00,5,717,0,38.170169999999999,-121.631379999999993,38.16722,-121.62883,38.16544,-121.62436,11:02,13,13.500000000000000,,175,179,3.5,1.980000000000000,24948,44095,19147,5505.5,1,3,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
671,15639,2009,11/17/2009 0:00:00,5,724,0,38.235779999999998,-121.558779999999999,38.23478,-121.55903,38.23886,-121.55717,12:04,27,13.300000000000001,,178,190,5.4,2.000000000000000,64037,80473,16436,4726,1,3,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
672,15640,2009,11/17/2009 0:00:00,5,735,0,38.333430000000000,-121.569680000000005,38.33372,-121.56992,38.33664,-121.56669,14:00,25,13.300000000000001,,190,183,3.2,2.000000000000000,99030,115950,16920,4865.2,2,2,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
673,15641,2009,11/17/2009 0:00:00,5,736,0,38.367370000000001,-121.521400000000000,38.36781,-121.52139,38.37211,-121.52225,14:22,24,13.000000000000000,,195,193,3.1,2.000000000000000,115950,135281,19331,5558.4,2,2,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
674,15697,2009,12/10/2009 0:00:00,6,712,0,38.190420000000003,-121.640950000000004,38.18522,-121.647,38.18744,-121.64456,12:57,7,8.400000000000000,,232,221,6.6,1.450000000000000,708465,726049,17584,5056.1,2,2,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
675,15725,2009,12/16/2009 0:00:00,6,72,0,38.187750000000001,-121.580569999999994,38.18811,-121.57964,38.18969,-121.57753,10:41,10,9.100000000000000,,212,214,11,0.750000000000000,112395,128037,15642,4497.7,4,2,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
676,15726,2009,12/16/2009 0:00:00,6,73,0,38.274329999999999,-121.539370000000005,38.27586,-121.54158,38.27786,-121.54403,12:55,28,9.900000000000000,,232,233,16,0.800000000000000,145836,163948,18112,5207.9,4,2,2,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
677,15727,2009,12/16/2009 0:00:00,6,717,0,38.170169999999999,-121.631379999999993,38.16894,-121.63006,38.16711,-121.62803,10:08,10,9.199999999999999,,213,224,10.4,0.790000000000000,94247,112404,18157,5220.9,4,2,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
678,15728,2009,12/16/2009 0:00:00,6,724,0,38.235779999999998,-121.558779999999999,38.23739,-121.55856,38.23911,-121.55697,11:10,25,9.500000000000000,,214,215,9.5,0.900000000000000,128037,145836,17799,5117.9,4,2,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
679,15729,2009,12/16/2009 0:00:00,6,735,0,38.333430000000000,-121.569680000000005,38.33428,-121.56889,38.33633,-121.56639,13:29,25,9.900000000000000,,226,227,13.2,0.690000000000000,163948,180014,16066,4619.6,4,2,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
680,15730,2009,12/16/2009 0:00:00,6,736,0,38.367370000000001,-121.521400000000000,38.36447,-121.52078,38.3675,-121.52119,14:57,25,9.600000000000000,,214,223,13.6,0.800000000000000,190745,205439,14694,4225.1,4,3,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
681,15794,2010,9/20/2010 0:00:00,3,712,0,38.190420000000003,-121.640950000000004,38.19167,-121.63825,38.19339,-121.63506,10:47,10,20.000000000000000,,178,177,5.5,1.090000000000000,0,20193,20193,5806.3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
682,15814,2010,9/23/2010 0:00:00,3,72,0,38.187750000000001,-121.580569999999994,38.18689,-121.58172,38.18781,-121.57992,09:08,11,18.899999999999999,,163,161,6.3,1.380000000000000,386650,408848,22198,6382.8,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
683,15815,2010,9/23/2010 0:00:00,3,73,0,38.274329999999999,-121.539370000000005,38.27411,-121.53931,38.27439,-121.53958,10:42,26,19.000000000000000,,164,163,10.6,1.180000000000000,428805,449018,20213,5812.1,2,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
684,15816,2010,9/23/2010 0:00:00,3,717,0,38.170169999999999,-121.631379999999993,38.16878,-121.63,38.1675,-121.62933,08:26,13,18.399999999999999,,157,158,4.8,1.340000000000000,366520,386650,20130,5788.2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
685,15817,2010,9/23/2010 0:00:00,3,724,0,38.235779999999998,-121.558779999999999,38.23606,-121.55897,38.23678,-121.55864,09:46,23,18.899999999999999,,167,163,6.4,1.100000000000000,408848,428805,19957,5738.4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
686,15818,2010,9/23/2010 0:00:00,3,735,0,38.333430000000000,-121.569680000000005,38.33314,-121.57058,38.33369,-121.57008,11:19,23,19.199999999999999,,171,180,5.4,1.450000000000000,449018,469993,20975,6031.2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
687,15819,2010,9/23/2010 0:00:00,3,736,0,38.367370000000001,-121.521400000000000,38.367,-121.52114,38.36781,-121.52103,11:45,21,19.199999999999999,,172,172,5.9,1.260000000000000,469993,491157,21164,6085.5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
688,15870,2010,10/12/2010 0:00:00,4,712,0,38.190420000000003,-121.640950000000004,38.19097,-121.63986,38.19192,-121.63744,11:24,16,18.800000000000001,,139,136,5.2,1.590000000000000,941317,960050,18733,5386.5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
689,15904,2010,10/18/2010 0:00:00,4,72,0,38.187750000000001,-121.580569999999994,38.18742,-121.5815,38.19022,-121.57511,08:55,12,18.000000000000000,,108,110,3.2,1.760000000000000,720999,742965,21966,6316.1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sacramento River,536,53600,207,1.544489643430000
